Id,Name,Host id,Host_identity_verified,Host name,Neighbourhood group,Neighbourhood,Lat,Long,Country,Country code,Instant_bookable,Cancellation_policy,Room type,Construction year,Price,Service fee,Minimum nights,Number of reviews
32410085,very clean and spacious,45074350764,UNCONFIRMED,Carlos,Manhattan,Washington Heights,40.84242,-73.93789,United States,US,0,flexible,Private room,2014.0,1088,$218 ,1.0,217.0
32410637,Coney Island  Amphitheat  MCU 1 br  Wifi Cable **,81996814911,UNCONFIRMED,Ed,Brooklyn,Coney Island,40.576569,-73.985207,United States,US,0,strict,Entire home/apt,2010.0,577,$115 ,3.0,142.0
32411189,"Large, spacious, and comfortable house",93729731163,VERIFIED,Shiva,Bronx,Edenwald,40.88677,-73.83411,United States,US,1,strict,Private room,2006.0,466,$93 ,3.0,52.0
32411742,"Luxurious, Spacious Loft in Williamsburg",12770234416,VERIFIED,Philippe,Brooklyn,Williamsburg,40.70874,-73.96322,United States,US,0,flexible,Entire home/apt,2019.0,949,$190 ,5.0,45.0
32412294,Large Clean Safe Private Bedroom by Lehman College,67121122736,VERIFIED,David,Bronx,Kingsbridge,40.87063,-73.8983,United States,US,0,strict,Private room,2019.0,772,$154 ,30.0,36.0
32412846,Stylish Brooklyn Studio,20269649237,UNCONFIRMED,Tal & Amarelle,Brooklyn,Bedford-Stuyvesant,40.68232,-73.93023,United States,US,0,strict,Entire home/apt,2019.0,593,$119 ,5.0,104.0
32413399,crème de la crème  - Luxurious 1 BR Grand Central,11623360084,VERIFIED,Stay With Vibe,Manhattan,Murray Hill,40.75057,-73.97861,United States,US,0,flexible,Entire home/apt,2006.0,195,$39 ,30.0,13.0
32413951,Brand New apt heart of Manhattan,41319059884,UNCONFIRMED,Stay With Vibe,Manhattan,Midtown,40.74636,-73.98014,United States,US,0,flexible,Entire home/apt,2016.0,411,$82 ,30.0,14.0
32414503,Home Sweet Home in Flatbush,59259830932,UNCONFIRMED,Cesar,Brooklyn,Flatbush,40.65336,-73.96231,United States,US,0,strict,Private room,2005.0,399,$80 ,5.0,22.0
32415055,"New York Kosher Place for LE$$ (Ave J , ""Q"" Train)",58327143461,VERIFIED,Uri,Brooklyn,Midwood,40.62441,-73.96072,United States,US,0,moderate,Entire home/apt,2003.0,382,$76 ,2.0,23.0
32415608,Fabulous Private Room with Laundry - Williamsburg,52506911676,VERIFIED,"Sharon, Ivy And Andrew",Brooklyn,Williamsburg,40.70963,-73.96484,United States,US,1,strict,Private room,2011.0,1050,$210 ,3.0,100.0
32416160,Great Location in Midtown! ESB,28270996204,UNCONFIRMED,Studioplus,Manhattan,Midtown,40.74721,-73.98795,United States,US,0,flexible,Entire home/apt,2012.0,390,$78 ,2.0,59.0
32416712,"Best of NYC! Location and Lux Apt 1 Bed 
& SofaBed",71008177110,UNCONFIRMED,Sherry,Manhattan,Chelsea,40.75142,-73.99457,United States,US,1,moderate,Entire home/apt,2006.0,99,$20 ,30.0,46.0
32417265,Home away from home lodging #2  with 1 full bed,5209043106,VERIFIED,Vena,Brooklyn,East Flatbush,40.6496,-73.9282,United States,US,0,moderate,Private room,2014.0,82,$16 ,1.0,18.0
32417817,Spacious RM with own Bathroom 20min > Manhattan,47922503832,UNCONFIRMED,Kaz,Queens,Woodside,40.7448,-73.90643,United States,US,0,moderate,Private room,2018.0,622,$124 ,30.0,4.0
32418369,Newly renovated high end unit,93352810699,UNCONFIRMED,Doris,Brooklyn,Flatlands,40.61729,-73.94049,United States,US,0,flexible,Entire home/apt,2021.0,377,$75 ,4.0,21.0
32418922,Classy 2 Bedroom 10 mins from BARCLAYS CTR,20372203715,UNCONFIRMED,Emma,Brooklyn,Clinton Hill,40.6933,-73.96912,United States,US,0,flexible,Entire home/apt,2017.0,327,$65 ,3.0,60.0
32419474,Skyline Luxury - Essex House apt on Central Park,26850001561,VERIFIED,Mighty Tree Properties,Manhattan,Midtown,40.76561,-73.97729,United States,US,0,flexible,Entire home/apt,2018.0,974,$195 ,30.0,5.0
32420026,WILLIAMSBURG CONDO - Central & Modern 1BR,55713603867,VERIFIED,Atay,Brooklyn,Williamsburg,40.71507,-73.95768,United States,US,0,flexible,Entire home/apt,2017.0,966,$193 ,5.0,3.0
32420578,Incredible studio with private backyard.,59596048156,VERIFIED,Margarita,Brooklyn,Williamsburg,40.71409,-73.96236,United States,US,1,strict,Entire home/apt,2008.0,1120,$224 ,30.0,65.0
32421131,Spacious 1 bdroom apt  with office & private yard,63997893965,VERIFIED,Le'Roy,Queens,Glendale,40.70528,-73.89548,United States,US,1,moderate,Entire home/apt,2008.0,1053,$211 ,5.0,13.0
32421683,Cozy Nook Minutes away from major JFK/LGA airport,58119141102,UNCONFIRMED,Michael,Queens,Richmond Hill,40.7037,-73.82797,United States,US,1,strict,Entire home/apt,2009.0,54,$11 ,7.0,13.0
32422235,407 West 51st-2 bedroom apartment,29875267326,UNCONFIRMED,Jeniffer,Manhattan,Hell's Kitchen,40.76519,-73.99013,United States,US,0,flexible,Entire home/apt,2020.0,782,$156 ,30.0,4.0
32422788,Nice warm bedroom in a cool house N calm building,76456608626,UNCONFIRMED,Audrey,Bronx,Tremont,40.84592,-73.89141,United States,US,1,strict,Private room,2008.0,1088,$218 ,1.0,35.0
32423340,433 West 53rd-2 bedroom Apartment in Midtown West,83508253733,VERIFIED,Jeniffer,Manhattan,Hell's Kitchen,40.76566,-73.98977,United States,US,0,strict,Entire home/apt,2017.0,813,$163 ,30.0,3.0
32423892,Arlo Midtown - Two Double Room,70864363817,UNCONFIRMED,Arlo,Manhattan,Hell's Kitchen,40.75658,-73.99268,United States,US,1,flexible,Private room,2007.0,898,$180 ,1.0,26.0
32424445,Lovely Ground Floor Bronx Apartment,90627008278,VERIFIED,Badal,Bronx,Kingsbridge,40.88204,-73.90479,United States,US,0,strict,Entire home/apt,2007.0,555,$111 ,3.0,9.0
32424997,7 Minutes from JFK Airport Iris Garden2,34259622286,VERIFIED,Iris,Queens,Laurelton,40.66794,-73.74435,United States,US,0,flexible,Private room,2020.0,614,$123 ,2.0,13.0
32425549,Cozy private room near Columbia University,37081873696,VERIFIED,Thomas,Manhattan,Upper West Side,40.80151,-73.96798,United States,US,1,strict,Private room,2020.0,793,$159 ,5.0,1.0
32426101,Bright Comfortable Cozy room with skylight for 1,68294407864,UNCONFIRMED,Hughes,Brooklyn,Windsor Terrace,40.64913,-73.97196,United States,US,1,strict,Private room,2004.0,1113,$223 ,1.0,9.0
32426654,*Stylish Studio Gem in the Heart of Chelsea*,65503273953,VERIFIED,Venelina,Manhattan,Chelsea,40.74228027,-73.99938108,United States,US,1,strict,Entire home/apt,2004.0,107,$21 ,30.0,1.0
32427206,Big Beautiful Brooklyn Apt @ Park!,4221342198,UNCONFIRMED,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65712,-73.96105,United States,US,1,flexible,Entire home/apt,2019.0,106,$21 ,4.0,121.0
32427758,Cozy Love Nest Prospect Heights,34907700616,UNCONFIRMED,Ada,Brooklyn,Prospect Heights,40.67379,-73.96623,United States,US,1,strict,Private room,2014.0,169,$34 ,2.0,160.0
32428311,"Spacious 1 Bedroom Apt, Prospect Hts/Park Slope",16044257128,VERIFIED,Rita,Brooklyn,Prospect Heights,40.67617,-73.96849,United States,US,1,strict,Entire home/apt,2018.0,417,$83 ,30.0,19.0
32428863,Historic Park Slope Gem - 1br,89419688628,VERIFIED,Valeria,Brooklyn,Park Slope,40.67441,-73.97295,United States,US,1,strict,Entire home/apt,2019.0,810,$162 ,30.0,39.0
32429415,"Prime Chelsea/ Hudson Yards location,  Free WiFi",44241850760,UNCONFIRMED,Michael,Manhattan,Chelsea,40.75022,-73.99585,United States,US,0,flexible,Entire home/apt,2016.0,115,$23 ,180.0,47.0
32429968,Cozy 2 Bedroom Chelsea,88411987115,VERIFIED,Dimitri,Manhattan,Chelsea,40.74043,-74.00078,United States,US,0,flexible,Entire home/apt,2015.0,731,$146 ,3.0,60.0
32430520,Cozy 4 bedrm house 2nd floor 5min LGA /15min JFK,72554264083,VERIFIED,Rosario,Queens,East Elmhurst,40.76499,-73.87628,United States,US,1,moderate,Entire home/apt,2018.0,281,$56 ,3.0,136.0
32431072,"Loft style, spacious, warm East Village sanctuary",72132527838,UNCONFIRMED,Anna,Manhattan,Lower East Side,40.72099,-73.98268,United States,US,1,moderate,Entire home/apt,2009.0,780,$156 ,3.0,41.0
32431624,arty east village,76584124704,UNCONFIRMED,D,Manhattan,Lower East Side,40.71957,-73.98639,United States,US,0,moderate,Entire home/apt,2016.0,778,$156 ,31.0,173.0
32432177,BK'S FINEST CLOSE 2 TRANSPORTATION-,18575189703,UNCONFIRMED,Joyell,Brooklyn,Bushwick,40.69446,-73.92809,United States,US,0,moderate,Private room,2019.0,1159,$232 ,1.0,92.0
32432729,Longer Stays! Beautifully Designed Garden Suite,922293985,UNCONFIRMED,Malene,Brooklyn,Bedford-Stuyvesant,40.68211,-73.94028,United States,US,0,flexible,Entire home/apt,2017.0,606,$121 ,4.0,150.0
32433281,Perfect 2 bedroom in Brooklyn,43618734140,UNCONFIRMED,Dragica,Brooklyn,Crown Heights,40.67682,-73.96283,United States,US,1,strict,Entire home/apt,2019.0,1056,$211 ,30.0,21.0
32433834,Cozy Escape- 35 min from NYC center by Subway,70496920725,VERIFIED,Amina,Bronx,North Riverdale,40.91137,-73.89414,United States,US,0,moderate,Entire home/apt,2020.0,820,$164 ,1.0,226.0
32434386,Riverside Park Nest,5272409207,VERIFIED,Eric,Manhattan,Upper West Side,40.79455,-73.97488,United States,US,0,moderate,Entire home/apt,2008.0,432,$86 ,30.0,10.0
32434938,Sweet Home Away from Home - 1 Bedroom Apt,85685903317,UNCONFIRMED,Patrick,Queens,Glendale,40.70393,-73.89412,United States,US,0,moderate,Entire home/apt,2021.0,1106,$221 ,4.0,107.0
32435491,Beautiful two bedroom apt in Crown Heights/Bedsty,31066496094,VERIFIED,Peter,Brooklyn,Crown Heights,40.67615,-73.9336,United States,US,0,moderate,Entire home/apt,2009.0,585,$117 ,2.0,82.0
32436043,twin bed in sharing room near Grand Central,3926079443,UNCONFIRMED,Mizue,Manhattan,Murray Hill,40.75037,-73.9782,United States,US,0,strict,Shared room,2014.0,50,$10 ,6.0,174.0
32436595,The Cozy Cove in Queens | Home Away From Home!,7063619397,VERIFIED,Hector Sr,Queens,Elmhurst,40.74656,-73.88558,United States,US,1,moderate,Entire home/apt,2016.0,273,$55 ,5.0,102.0
32437147,“Tilt A Whirl “ Beach House -Parking for 6 cars,56242457568,UNCONFIRMED,Bobby,Queens,Rockaway Beach,40.58515,-73.81838,United States,US,0,strict,Entire home/apt,2004.0,805,$161 ,2.0,92.0
32437700,"Spacious, Bright Harlem Treetop Duplex",71085068878,UNCONFIRMED,Jean,Manhattan,East Harlem,40.80764,-73.94039,United States,US,1,flexible,Entire home/apt,2004.0,295,$59 ,4.0,64.0
32438252,Bronx ROOM #2 NYC-BEST DEAL,63177427549,UNCONFIRMED,Steve,Bronx,Morris Park,40.85322,-73.85232,United States,US,0,strict,Private room,2007.0,1017,$203 ,15.0,16.0
32438804,Modern Luxury Brooklyn Zen with Private Garden,40981724677,UNCONFIRMED,Jenni,Brooklyn,Carroll Gardens,40.68373,-73.98995,United States,US,0,flexible,Entire home/apt,2007.0,695,$139 ,7.0,78.0
32439357,LONG/short TERM Room/Columbia University-Hudson,19936676999,UNCONFIRMED,Eddie&Vlad,Manhattan,Harlem,40.8202,-73.95519,United States,US,1,flexible,Private room,2011.0,169,$34 ,1.0,25.0
32439909,Great access/2min! U can use 5 lines(7EFMR) !,5655457898,VERIFIED,Shogo,Queens,Woodside,40.74533,-73.89134,United States,US,0,strict,Private room,2013.0,1038,$208 ,30.0,8.0
32440461,Luxurious Family apartment-20min to Manhattan,38175719061,VERIFIED,Alexa,Brooklyn,Bedford-Stuyvesant,40.68405,-73.9301,United States,US,0,moderate,Entire home/apt,2004.0,409,$82 ,7.0,34.0
32441014,Huge Private room with two queen size bed near LGA,43200828090,VERIFIED,Jma,Queens,East Elmhurst,40.76523,-73.87308,United States,US,1,flexible,Private room,2004.0,1199,$240 ,30.0,58.0
32441566,Stylish locked private room W/TV GREAT LOCATION3,38189153346,VERIFIED,Alex,Brooklyn,Flatbush,40.63464,-73.95168,United States,US,0,flexible,Private room,2017.0,921,$184 ,1.0,133.0
32442118,"Bright, Spacious, 1 bedroom in center of NYC.",48961608755,UNCONFIRMED,Andreas Per Daniel,Manhattan,Upper East Side,40.76075,-73.96459,United States,US,1,strict,Entire home/apt,2005.0,101,$20 ,30.0,10.0
32442670,2BR with BACKYARD in a renovated brownstone,42919813553,VERIFIED,Isidro And Patricia,Brooklyn,Crown Heights,40.67643,-73.94031,United States,US,0,flexible,Entire home/apt,2018.0,526,$105 ,4.0,10.0
32443223,Lux 2 bedroom in Bushwick with a garden,64739763913,VERIFIED,Elizabeth,Brooklyn,Bushwick,40.69666,-73.91435,United States,US,0,moderate,Entire home/apt,2015.0,275,$55 ,30.0,7.0
32443775,138 Bowery-Modern Queen Studio,85203488235,VERIFIED,Jeniffer,Manhattan,Lower East Side,40.71984,-73.99391,United States,US,1,strict,Entire home/apt,2010.0,475,$95 ,15.0,11.0
32444327,Comfy Place by Bronx Lebanon Hospital &  Stadium!,97183254999,VERIFIED,Juliana,Bronx,Concourse Village,40.83582,-73.91451,United States,US,0,strict,Entire home/apt,2013.0,192,$38 ,5.0,42.0
32444880,Private suite near JFK & LIRR,63562352043,VERIFIED,Christopher,Queens,Rosedale,40.6662,-73.73507,United States,US,1,flexible,Entire home/apt,2007.0,457,$91 ,1.0,39.0
32445432,Private Room Shared Bathroom Near the Sea,36902652093,UNCONFIRMED,Chris,Queens,Arverne,40.59301,-73.79325,United States,US,1,moderate,Private room,2013.0,896,$179 ,30.0,4.0
32445984,1-BD Upper East Side Apt (extended stay available),73568525703,UNCONFIRMED,Karen,Manhattan,Upper East Side,40.78294,-73.94998,United States,US,0,flexible,Entire home/apt,2012.0,686,$137 ,2.0,4.0
32446537,Beautiful apt @ Midtown South.,44707615360,UNCONFIRMED,Daia,Manhattan,Midtown,40.74542,-73.98106,United States,US,0,flexible,Entire home/apt,2014.0,988,$198 ,30.0,1.0
32447089,ALL Brand NEW~ Prime Location~ STUDIO ~W&D in unit,32855178720,UNCONFIRMED,Jt,Manhattan,Upper East Side,40.77187,-73.95686,United States,US,0,strict,Entire home/apt,2017.0,365,$73 ,30.0,7.0
32447641,Newly renovated townhome,92462780041,VERIFIED,John,Manhattan,Morningside Heights,40.80385,-73.9585,United States,US,0,moderate,Entire home/apt,2012.0,163,$33 ,30.0,3.0
32448193,Cute and Comfy 1 Bedroom Apt with Easy Parking,91712400367,VERIFIED,Sara & Dan,Brooklyn,East Flatbush,40.64502,-73.94295,United States,US,0,flexible,Entire home/apt,2018.0,233,$47 ,5.0,15.0
32448746,Vintage Brooklyn Room 1 minute to Subway,61286980587,UNCONFIRMED,Patnaree,Brooklyn,Bedford-Stuyvesant,40.68948,-73.95426,United States,US,1,strict,Private room,2014.0,700,$140 ,2.0,35.0
32449298,HUGE ROOM-WASHER DRYER-RENT BY THE CALENDAR MONTH,14150408193,VERIFIED,Ozzy,Manhattan,Harlem,40.82443,-73.9471,United States,US,1,strict,Private room,2007.0,296,$59 ,30.0,1.0
32449850,Sunny and Spacious West Village Gem,81933110251,UNCONFIRMED,Jenny,Manhattan,West Village,40.73123,-74.00523,United States,US,0,strict,Entire home/apt,2016.0,169,$34 ,4.0,3.0
32450403,Deluxe Room with Two Beds,92924365838,VERIFIED,Kristina,Manhattan,Hell's Kitchen,40.75533,-73.99556,United States,US,0,moderate,Private room,2021.0,476,$95 ,5.0,6.0
32450955,Modern  1-bedroom in the heart of the L.E.S.,95978412658,UNCONFIRMED,Thyme,Manhattan,Lower East Side,40.71746,-73.99088,United States,US,0,strict,Entire home/apt,2008.0,1165,$233 ,3.0,11.0
32451507,Clean Central Apartment w/ wifi & breakfast,9189315794,UNCONFIRMED,Rachel,Manhattan,Gramercy,40.73746,-73.98193,United States,US,0,strict,Entire home/apt,2017.0,200,$40 ,3.0,5.0
32452060,Central Park Apts Furnished studio apartments 35,39362277831,UNCONFIRMED,JRAC Manhattan Realty,Manhattan,Upper West Side,40.7959,-73.96374,United States,US,1,strict,Entire home/apt,2019.0,453,$91 ,30.0,2.0
32452612,Spacious 1 bedroom and bathroom with full kitchen,78846900047,UNCONFIRMED,Luchiano,Queens,Kew Gardens Hills,40.71673,-73.81687,United States,US,1,moderate,Entire home/apt,2015.0,344,$69 ,3.0,12.0
32453164,Lovely one bedroom apartment on the UWS of NYC.,70594960481,UNCONFIRMED,Richard,Manhattan,Upper West Side,40.80036,-73.97105,United States,US,1,moderate,Entire home/apt,2020.0,1015,$203 ,14.0,2.0
32453716,Perfect room in Times Square,65260007192,UNCONFIRMED,Antonio,Manhattan,Hell's Kitchen,40.75508,-73.9925,United States,US,1,strict,Private room,2022.0,68,$14 ,1.0,11.0
32454269,"1 br unit in the heart of queens, pvt entrance",8498858238,VERIFIED,Safain,Queens,Middle Village,40.71098,-73.87998,United States,US,1,moderate,Entire home/apt,2003.0,820,$164 ,2.0,11.0
32454821,"Brooklyn: Bright, Spacious & Cozy + Good Vibes",26691796406,UNCONFIRMED,Antoinette,Brooklyn,Crown Heights,40.66385,-73.93229,United States,US,0,strict,Entire home/apt,2014.0,608,$122 ,30.0,33.0
32455373,Loft Suite,45261748115,UNCONFIRMED,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,United States,US,0,flexible,Entire home/apt,2011.0,64,$13 ,3.0,127.0
32455926,Spacious 3BD/2BA - Parking Included,12472366400,VERIFIED,Nancy,Brooklyn,Bedford-Stuyvesant,40.68936,-73.93685,United States,US,0,flexible,Entire home/apt,2007.0,257,$51 ,3.0,290.0
32456478,Stay in the heart of the East side!,65613369633,UNCONFIRMED,Alejandro,Manhattan,Upper East Side,40.76049,-73.96208,United States,US,0,flexible,Private room,2012.0,964,$193 ,2.0,83.0
32457030,ColumbusCircle~W/D~new BLDG~Balcony,40092707267,VERIFIED,Eran,Manhattan,Hell's Kitchen,40.76469,-73.98694,United States,US,1,moderate,Entire home/apt,2016.0,369,$74 ,30.0,13.0
32457583,Central Park-Lincoln Center,5460248415,VERIFIED,Mariela,Manhattan,Upper West Side,40.77189,-73.98011,United States,US,0,strict,Private room,2022.0,1019,$204 ,7.0,229.0
32458135,Penthouse w/Terrace Williamsburg,97857903361,UNCONFIRMED,Matt,Brooklyn,Greenpoint,40.72283,-73.93921,United States,US,0,strict,Entire home/apt,2015.0,757,$151 ,3.0,130.0
32458687,Bright Harlem Home in New Building!,56566712772,VERIFIED,Gregory,Manhattan,Harlem,40.82051,-73.94754,United States,US,1,moderate,Private room,2010.0,847,$169 ,1.0,45.0
32459239,Park Block Studio,34609409833,UNCONFIRMED,Nick,Brooklyn,Park Slope,40.6662,-73.97799,United States,US,0,strict,Entire home/apt,2006.0,159,$32 ,2.0,364.0
32459792,Empire State Building Views!!!!,47045544350,UNCONFIRMED,Loydeen,Manhattan,East Harlem,40.80276,-73.93789,United States,US,1,flexible,Private room,2012.0,274,$55 ,3.0,23.0
32460344,Cozy apartment in Nolita/SoHo,84101678419,VERIFIED,Nat,Manhattan,Nolita,40.72375,-73.99623,United States,US,1,moderate,Entire home/apt,2011.0,1029,$206 ,2.0,150.0
32460896,Relaxing Clean Private Room,39062713060,VERIFIED,Jeff And Michelle,Brooklyn,Bensonhurst,40.61481,-73.9906,United States,US,1,moderate,Private room,2016.0,472,$94 ,2.0,34.0
32461449,"Stuyvesant, East Village",63482380622,UNCONFIRMED,Naomi,Manhattan,East Village,40.73088,-73.98893,United States,US,1,strict,Entire home/apt,2013.0,433,$87 ,30.0,8.0
32462001,Entire 1BR apartment in NYC,43810806240,UNCONFIRMED,Luis,Queens,Sunnyside,40.74495,-73.92422,United States,US,0,moderate,Entire home/apt,2014.0,889,$178 ,10.0,5.0
32462553,Manhattan Hidden Gem-Space & Convenience,20882181304,VERIFIED,Jennifer,Manhattan,Washington Heights,40.83488,-73.93855,United States,US,1,strict,Entire home/apt,2015.0,760,$152 ,5.0,147.0
32463106,Large Quiet Bedroom in South Harlem,43396216052,VERIFIED,Kim,Manhattan,Harlem,40.80602,-73.95367,United States,US,0,strict,Private room,2006.0,291,$58 ,5.0,138.0
32463658,Cozy Condo on Time Square 42nd st,59992988847,VERIFIED,Lawrence,Manhattan,Theater District,40.75453,-73.98554,United States,US,1,moderate,Entire home/apt,2015.0,922,$184 ,2.0,38.0
32464210,"Private room 1 Full Bed , Lower Level Close to NYP",51919971371,UNCONFIRMED,Shirley,Queens,Flushing,40.75048,-73.8275,United States,US,0,moderate,Private room,2005.0,281,$56 ,30.0,28.0
32464762,Modern 2-bedroom apartment near subway and parks,54654178136,VERIFIED,Negra,Queens,Astoria,40.75631,-73.91424,United States,US,0,flexible,Entire home/apt,2008.0,547,$109 ,30.0,182.0
32465315,Bright One BR w/ Balcony | Bohemian Brooklyn Apt,81121212021,VERIFIED,Mateo,Brooklyn,Bedford-Stuyvesant,40.6893,-73.95181,United States,US,0,moderate,Entire home/apt,2015.0,348,$70 ,30.0,77.0
32465867,Boerum Hill Charming Studio,28936447840,UNCONFIRMED,Masoud,Brooklyn,Boerum Hill,40.68709,-73.98552,United States,US,1,moderate,Entire home/apt,2020.0,1083,$217 ,2.0,235.0
32466419,Comfortable & Perfect location by Subway!,21323029169,VERIFIED,Nilu,Brooklyn,Clinton Hill,40.68443,-73.96432,United States,US,1,flexible,Entire home/apt,2007.0,442,$88 ,4.0,58.0
32466972,"East Village, private room with free breakfast",55976067522,VERIFIED,Adi And Evangel,Manhattan,East Village,40.72628,-73.98782,United States,US,1,flexible,Private room,2022.0,620,$124 ,1.0,67.0
32467524,Thelonious Monk room at The Harlem Flophouse,29129721374,UNCONFIRMED,René,Manhattan,Harlem,40.80888,-73.94987,United States,US,0,moderate,Private room,2017.0,693,$139 ,1.0,73.0
32468076,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",12987291866,VERIFIED,Amy,Brooklyn,Sheepshead Bay,40.60095,-73.95055,United States,US,0,moderate,Entire home/apt,2005.0,927,$185 ,3.0,150.0
32468629,"UES: Bdrm Sunny Corner Apt, 3 flights of stairs up",73398031599,UNCONFIRMED,Eileen,Manhattan,Upper East Side,40.76709,-73.95298,United States,US,1,moderate,Entire home/apt,2017.0,398,$80 ,3.0,60.0
32469181,SoHa Jewel,29734749334,VERIFIED,Ronald,Manhattan,Harlem,40.80206,-73.95442,United States,US,0,strict,Private room,2007.0,1110,$222 ,2.0,167.0
32469733,Modern 3BR/2Bath Home 10 mins From JFK,22477232556,VERIFIED,Sydney,Queens,Jamaica,40.68107,-73.76878,United States,US,0,flexible,Entire home/apt,2006.0,1065,$213 ,1.0,226.0
32470285,"Entire Home for 8 Guests, Fully Equipped",45773220235,UNCONFIRMED,Jerry,Queens,Flushing,40.7536,-73.81956,United States,US,1,strict,Entire home/apt,2018.0,227,$45 ,30.0,66.0
32470838,Sunny Private Bedroom w/ Private Bathroom!,50906301860,UNCONFIRMED,Agustina,Brooklyn,Williamsburg,40.70105,-73.94221,United States,US,0,strict,Private room,2018.0,606,$121 ,3.0,99.0
32471390,Beautiful Bed-stuy Bedroom,95465715296,VERIFIED,Amber,Brooklyn,Bedford-Stuyvesant,40.68573,-73.92294,United States,US,0,flexible,Private room,2004.0,250,$50 ,28.0,75.0
32471942,2FComfy Clean Room in Quiet House-3mins to N train,45342258052,UNCONFIRMED,Cristina,Brooklyn,Bensonhurst,40.61287,-73.98448,United States,US,1,flexible,Private room,2021.0,1101,$220 ,3.0,47.0
32472495,Relaxing Garden Floor Apartment,28765700042,VERIFIED,Jamal,Brooklyn,Bedford-Stuyvesant,40.68459,-73.92879,United States,US,0,flexible,Entire home/apt,2008.0,69,$14 ,3.0,11.0
32473047,3 bedroom Tourist's heaven 2nd floor,94463884974,UNCONFIRMED,Ali,Queens,Long Island City,40.76133,-73.92961,United States,US,1,flexible,Entire home/apt,2004.0,970,$194 ,2.0,67.0
32473599,Beautiful Historic Harlem Townhouse,4650348953,UNCONFIRMED,Billy,Manhattan,Harlem,40.82127,-73.94875,United States,US,0,flexible,Private room,2005.0,854,$171 ,1.0,113.0
32474152,Bright 2BR Apartment in Woodside,11568999456,UNCONFIRMED,Suah,Queens,Woodside,40.74423,-73.90886,United States,US,0,flexible,Entire home/apt,2014.0,350,$70 ,30.0,23.0
32474704,Cozy | Harlem | North Central Park | Private Bath,84797151611,VERIFIED,Trinity,Manhattan,Harlem,40.79992,-73.95096,United States,US,0,moderate,Private room,2003.0,1080,$216 ,3.0,108.0
32475256,#2BED Luxury Midtown Full Kitchen,78858466202,UNCONFIRMED,Beekman,Manhattan,Midtown,40.7534,-73.96617,United States,US,0,flexible,Entire home/apt,2021.0,690,$138 ,3.0,18.0
32475808,Charming Tribeca Keyed Elevator loft,16037744147,UNCONFIRMED,Kay,Manhattan,Tribeca,40.7152,-74.00733,United States,US,0,moderate,Entire home/apt,2014.0,863,$173 ,3.0,11.0
32476361,Hendrix Upstairs Oasis Rm #3,5448478266,UNCONFIRMED,Tonisha,Brooklyn,East New York,40.66699,-73.88915,United States,US,0,moderate,Private room,2006.0,400,$80 ,1.0,123.0
32476913,Private Room In West Brooklyn,73850944547,UNCONFIRMED,Jaime,Brooklyn,Bensonhurst,40.61378,-73.99769,United States,US,0,strict,Private room,2020.0,352,$70 ,5.0,22.0
32477465,Living In Art,78342622832,VERIFIED,Antoaneta,Queens,Woodside,40.75325,-73.9032,United States,US,0,moderate,Entire home/apt,2017.0,1096,$219 ,3.0,55.0
32478018,Art Deco Charm in the heart of The Village!,209566505,UNCONFIRMED,Walker Hotel Greenwich Village,Manhattan,Greenwich Village,40.73544,-73.99747,United States,US,0,flexible,Hotel room,2012.0,716,$143 ,1.0,60.0
32478570,Seasons change in our sunny space in Brooklyn,85690764311,VERIFIED,Tj,Brooklyn,Bedford-Stuyvesant,40.68449,-73.923,United States,US,0,strict,Entire home/apt,2022.0,284,$57 ,4.0,43.0
32479122,FIDI SPACE 2 BED 2 BATHROOM LARGE LIVINGROOM,83608809868,VERIFIED,Joel,Manhattan,Financial District,40.71026,-74.00571,United States,US,0,strict,Entire home/apt,2013.0,1014,$203 ,3.0,31.0
32479675,★TRUE 2 BR APT(W)  5 SHORT BLOCKS TO CENTRAL PARK★,38544650078,UNCONFIRMED,Inna,Manhattan,East Harlem,40.789291,-73.942749,United States,US,1,strict,Entire home/apt,2018.0,657,$131 ,30.0,9.0
32480227,Perfect 1-Bedroom Beach Escape,41614704435,UNCONFIRMED,Jak,Queens,Arverne,40.58866,-73.79362,United States,US,0,flexible,Entire home/apt,2016.0,967,$193 ,15.0,14.0
32480779,Affordable 2BD Apt in Bushwick 5 Min from L Train!,86994103180,VERIFIED,Eliana,Queens,Ridgewood,40.70992,-73.91361,United States,US,1,moderate,Entire home/apt,2014.0,938,$188 ,30.0,5.0
32481331,The Residences at W New York - Downtown - Apt 29G,18475090898,VERIFIED,Zeus,Manhattan,Financial District,40.71014,-74.01448,United States,US,1,flexible,Entire home/apt,2013.0,811,$162 ,30.0,4.0
32481884,"Heart of NYC! Cozy, Artsy Perfect Midtown Getaway!",15889489600,VERIFIED,Mischa,Manhattan,Midtown,40.7646,-73.98262,United States,US,0,strict,Entire home/apt,2012.0,210,$42 ,30.0,3.0
32482436,Studio593 In the heart of Midtown Manhattan,19093688420,VERIFIED,Oscar & Rossanna,Manhattan,Midtown,40.74808,-73.98828,United States,US,1,flexible,Entire home/apt,2018.0,824,$165 ,1.0,39.0
